5. July 2017 | 00:48:09 | - 3DSpeed = 0
5. July 2017 | 00:48:09 | - MaxSpeed = 230
5. July 2017 | 00:48:09 | - AdminImmunity = 1
5. July 2017 | 00:48:09 | - Advertisement = 0
5. July 2017 | 00:48:09 | - FreezeUpdate = 0
5. July 2017 | 00:48:09 | - SpawnTime = 10
5. July 2017 | 00:48:09 | - CheckpointTeleport = 1
5. July 2017 | 00:48:09 | - Airbrake = 150
5. July 2017 | 00:48:09 | - TankMode = 1
5. July 2017 | 00:48:09 | - WarnPlayers = 0
5. July 2017 | 00:48:09 | - SingleplayerCheats = 1
5. July 2017 | 00:48:09 | - MinFPS = 0
5. July 2017 | 00:48:09 | - DisableBadWeapons = 1
5. July 2017 | 00:48:09 | - CBug = 16
5. July 2017 | 00:48:09 | - AntiBugKill = 1
5. July 2017 | 00:48:09 | - NoReload = 0
5. July 2017 | 00:48:09 | - NoReloadForSawnOff = 0
5. July 2017 | 00:48:09 | - ActiveGMC = 2
5. July 2017 | 00:48:09 | - GMCBan = 0
5. July 2017 | 00:48:09 | - ServerSideHealth = 1
5. July 2017 | 00:48:09 | - CheckVMPos = 0
5. July 2017 | 00:48:09 | - QuickTurn = 0
5. July 2017 | 00:48:09 | - VehicleTeleport = 1
5. July 2017 | 00:48:09 | - Wallride = 170
5. July 2017 | 00:48:09 | - DisplayTextDraw = 1
5. July 2017 | 00:48:09 | - AFK = 0
5. July 2017 | 00:48:09 | - PickupTeleport = 1
5. July 2017 | 00:48:09 | - FlyHack = 40
5. July 2017 | 00:48:09 | - JunkBusterChrome = 1
5. July 2017 | 00:48:09 | - CheckWalkAnims = 1
5. July 2017 | 00:48:09 | - ReportMoneyHack = 1
5. July 2017 | 00:48:09 | - SpeedhackAdvanced = 20
5. July 2017 | 00:48:09 | - Joypad = 0
5. July 2017 | 00:48:09 | - ArmedVehicles = 0
5. July 2017 | 00:48:09 | - VehicleRepair = 2
5. July 2017 | 00:48:09 | - TuningHack = 1
5. July 2017 | 00:48:09 | - PayForGuns = 0
5. July 2017 | 00:48:09 | - SpawnVehicles = 2
5. July 2017 | 00:48:09 | - MaxTotalWarnings = 15
5. July 2017 | 00:48:09 | - TooManyWarningsAction = 1
5. July 2017 | 00:48:09 | - AirbrakeDetection = 1
5. July 2017 | 00:48:09 | - SpeedhackDetection = 0
5. July 2017 | 00:48:09 | 0 IP-bans have been loaded.
